#{"t_start": 1734423170.010326, "env_id": "None"}
r,l,t
438.4582,1000,4385.376876
852.006,1000,4385.376885
668.6253,1000,4385.376894
811.3517,1000,4385.376904
861.1411,1000,4385.376912
722.7875,1000,4385.376921
316.3815,1000,4385.376931
750.6939,1000,4385.37694
323.21664,1000,4385.376949
595.5044,1000,4385.376958
205.29092,1000,4385.376966
399.9957,1000,4385.376976
358.0615,1000,4385.376985
359.06976,1000,4385.376994
328.56735,1000,4385.377003
512.168,1000,4385.377011
513.38617,1000,4385.37702
242.94427,1000,4385.377029
296.09955,1000,4385.377038
545.4003,1000,4438.207914
71.19917,289,4466.279522
858.0212,1000,4528.752673
756.6486,1000,4532.789798
636.8488,1000,4533.892822
840.35736,1000,4537.270327
868.2054,1000,4539.02237
399.99622,1000,4541.852476
614.7564,1000,4545.858437
709.7148,1000,4547.661942
250.64821,1000,4570.692953
920.2062,798,4607.694842
557.62366,1000,4665.188441
434.7181,1000,4673.113978
620.26117,1000,4681.562422
686.7702,1000,4682.121369
299.33652,1000,4710.281747
780.30725,1000,4720.996026
154.89859,1000,4728.25468
867.4347,1000,4740.710486
522.2866,1000,4767.161659
830.07916,1000,4771.698558
829.1162,1000,4773.86229
471.42517,1000,4778.406427
930.0016,700,4779.495675
612.80994,1000,4780.722614
635.71313,1000,4780.722661
256.24496,1000,4809.779569
923.10565,769,4818.235276
922.6048,774,4821.078853
399.99573,1000,4827.916471
511.10904,1000,4834.092926
912.6069,874,4877.52488
910.5114,895,4889.325253
851.89746,1000,4902.994378
906.1114,939,4914.312141
904.102,959,4925.596365
874.85205,1000,4935.294478
585.7229,1000,4939.74632
382.6344,1000,4940.311173
673.5362,1000,4940.995774
864.0594,1000,4950.654927
492.9451,1000,4950.654976
865.52295,1000,4950.654993
560.9113,1000,4950.655005
241.37451,1000,4950.655016
686.768,1000,4950.655026
496.77127,1000,4950.655036
676.5955,1000,4950.655046
426.9805,1000,4950.655057
859.857,1000,4950.655066
375.75275,1000,4950.655076
220.13937,1000,4950.655086
371.3757,1000,4950.655095
344.43967,1000,4950.655105
550.7911,1000,4950.655114
724.48883,1000,4950.655123
559.92926,1000,4950.655133
676.7064,1000,4950.655143
389.7915,1000,4950.655153
364.94025,1000,4950.655162
623.0351,1000,4950.655172
801.9616,1000,4950.655182
625.003,1000,4950.655191
605.4685,1000,4950.655201
852.3876,1000,4950.65521
574.493,1000,4950.65522
473.37375,1000,4950.65523
843.0418,1000,4950.65524
399.99567,1000,4950.655249
515.1219,1000,4950.655265
596.4913,1000,4950.655276
890.36035,1000,4950.655286
823.67017,1000,4950.655296
879.10205,1000,4950.655306
778.14594,1000,4950.655315
567.68085,1000,4950.655325
660.0002,1000,4950.655334
865.16425,1000,4950.655344
836.8467,1000,4950.655354
417.34583,1000,4950.655364
827.2197,1000,4950.655373
893.0128,1000,4950.655383
800.61035,1000,4950.655392
580.4709,1000,4950.655402
572.3577,1000,4950.655411
232.17517,1000,4950.655428
846.05493,1000,4950.655438
845.46515,1000,4950.655447
522.8379,1000,4950.655455
715.97845,1000,4950.655463
853.1374,1000,4950.655472
449.9963,1000,4950.65548
837.04535,1000,4950.655488
880.3973,1000,4950.655497
821.83093,1000,4950.655505
596.9712,1000,4950.655513
557.35284,1000,4950.655521
876.18964,1000,4950.655529
190.73029,1000,4950.655538
268.58704,1000,5006.079349
450.67194,1000,5035.78154
729.0913,1000,5100.253034
558.1459,1000,5104.321976
52.344322,1000,5105.423263
644.0246,1000,5108.815959
698.10583,1000,5110.586067
650.9004,1000,5113.440842
754.0194,1000,5117.357449
587.2901,1000,5119.111574
633.3328,1000,5142.340351
913.20465,868,5179.043031
439.99637,1000,5179.607698
789.6624,1000,5237.360937
819.76355,1000,5245.288238
835.9484,1000,5254.254801
857.0017,1000,5282.494258
626.9736,1000,5293.214473
865.3954,1000,5300.600399
616.9783,1000,5313.0337
214.68808,652,5324.795809
46.749954,342,5335.540909
495.23407,1000,5339.448539
787.09735,1000,5344.02646
835.37866,1000,5346.207395
823.0872,1000,5350.788029
876.5995,1000,5351.892462
835.1618,1000,5353.137504
544.13226,1000,5353.137556
760.3323,949,5364.965168
829.6896,1000,5382.452977
924.40515,756,5383.693675
689.0602,1000,5391.129249
743.75397,1000,5400.805413
883.6614,1000,5407.014247
366.38657,901,5431.292306
12.966698,338,5436.454473
914.10443,859,5442.136863
494.3442,1000,5451.338526
868.53424,1000,5463.161274
878.9887,1000,5476.729642
907.9055,921,5477.955952
413.9698,942,5489.781942
743.5066,959,5490.884604
904.70984,953,5496.010711
479.8604,1000,5499.394222
858.0662,1000,5509.227996
840.96576,1000,5513.684457
553.58405,1000,5514.904466
645.09485,1000,5523.811494
707.461,1000,5523.811542
832.2155,1000,5523.811559
833.1127,1000,5523.81157
323.30887,1000,5523.811582
650.00995,1000,5523.811593
851.7747,1000,5523.811603
134.89462,1000,5523.811613
752.1232,1000,5523.811623
806.1568,1000,5523.811632
865.9896,1000,5523.811642
838.1534,1000,5523.811652
867.5199,1000,5523.811661
874.7413,1000,5523.811671
840.7169,1000,5523.811681
820.4178,1000,5523.81169
672.2742,1000,5523.8117
482.13144,1000,5523.81171
861.94196,1000,5523.81172
380.3592,1000,5523.811729
771.1889,1000,5523.811739
444.88693,1000,5523.811749
560.3793,1000,5523.811759
853.67834,1000,5523.811769
